Id,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SalePrice
133,7388,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1959,Gable,CBlock,1063,GasA,Y,SBrkr,1327,1,0,3,1,Gd,7,0,Detchd,624,7,2007,150750
134,6853,Pave,IR1,Lvl,AllPub,Timber,1Fam,1Story,8,5,2001,Gable,PConc,1267,GasA,Y,SBrkr,1296,2,0,2,1,Gd,6,0,Attchd,471,6,2009,220000
135,10335,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1968,Gable,CBlock,1461,GasA,Y,SBrkr,1721,2,1,3,1,TA,7,1,Attchd,440,7,2006,180000
136,10400,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,1Story,7,6,1970,Hip,PConc,1304,GasA,Y,SBrkr,1682,2,0,3,1,TA,7,1,Attchd,530,5,2008,174000
137,10355,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1967,Gable,CBlock,1214,GasA,Y,SBrkr,1214,2,0,3,1,TA,5,1,Attchd,318,7,2007,143000
138,11070,Pave,Reg,Lvl,AllPub,Mitchel,Duplex,1Story,7,5,1988,Gable,CBlock,1907,GasA,Y,SBrkr,1959,3,0,5,2,TA,9,0,2Types,766,7,2006,171000
139,9066,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,1999,Gable,PConc,1004,GasA,Y,SBrkr,1852,2,1,3,1,Gd,7,2,Attchd,660,12,2008,230000
140,15426,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1997,Gable,PConc,928,GasA,Y,SBrkr,1764,2,1,3,1,Gd,7,0,Attchd,470,8,2009,231500
141,10500,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,4,5,1971,Gable,CBlock,864,GasA,Y,SBrkr,864,1,0,3,1,TA,5,1,NA,0,4,2010,115000
142,11645,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,Gable,PConc,1734,GasA,Y,SBrkr,1734,2,0,3,1,Gd,7,0,Attchd,660,1,2006,260000
143,8520,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1.5Fin,5,4,1952,Gable,CBlock,910,GasA,Y,SBrkr,1385,2,0,4,1,TA,6,0,Detchd,720,6,2010,166000
144,10335,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1999,Gable,PConc,1490,GasA,Y,SBrkr,1501,2,0,3,1,Gd,6,0,Attchd,577,6,2009,204000
145,9100,Pave,Reg,Lvl,AllPub,Sawyer,Duplex,1Story,5,5,1963,Gable,CBlock,1728,GasA,Y,SBrkr,1728,2,0,6,2,TA,10,0,Detchd,504,11,2006,125000
146,2522,Pave,Reg,Lvl,AllPub,Edwards,Twnhs,2Story,6,5,2004,Gable,PConc,970,GasA,Y,SBrkr,1709,2,0,3,1,Gd,7,0,Detchd,380,4,2006,130000
147,6120,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1Story,5,7,1931,Gable,BrkTil,715,GasA,Y,FuseA,875,1,0,2,1,TA,5,0,Detchd,180,11,2009,105000
148,9505,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,2001,Gable,PConc,884,GasA,Y,SBrkr,2035,2,1,3,1,Gd,8,1,BuiltIn,434,5,2010,222500
149,7500,Pave,Reg,Lvl,AllPub,SawyerW,1Fam,1Story,7,5,2004,Gable,PConc,1080,GasA,Y,SBrkr,1080,1,0,3,1,Gd,6,0,NA,0,4,2008,141000
150,6240,Pave,Reg,Lvl,AllPub,BrkSide,1Fam,1.5Fin,5,4,1936,Gable,BrkTil,896,GasA,Y,FuseA,1344,1,0,3,1,TA,7,0,Detchd,240,4,2006,115000
151,10356,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1975,Gable,CBlock,969,GasA,Y,SBrkr,969,1,1,3,1,TA,5,0,Attchd,440,1,2007,122000
152,13891,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,8,5,2007,Hip,PConc,1710,GasA,Y,SBrkr,1710,2,0,2,1,Gd,6,1,Attchd,866,1,2008,372402
153,14803,Pave,IR1,Lvl,AllPub,NWAmes,1Fam,2Story,6,5,1971,Gable,CBlock,825,GasA,Y,SBrkr,1993,2,1,4,1,TA,8,1,Attchd,495,6,2006,190000
154,13500,Pave,Reg,Lvl,AllPub,ClearCr,1Fam,1Story,6,7,1960,Flat,CBlock,1602,GasA,Y,SBrkr,1252,1,0,1,1,TA,4,1,Attchd,564,3,2008,235000
155,11340,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,6,5,1923,Gable,BrkTil,1200,GasA,Y,FuseA,1200,1,0,4,1,TA,7,0,Detchd,312,3,2006,125000
156,9600,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,5,1924,Gable,BrkTil,572,Grav,N,FuseF,1096,1,0,2,1,TA,5,0,NA,0,4,2008,79000
157,7200,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1950,Hip,CBlock,0,GasA,Y,FuseF,1040,1,0,2,1,TA,5,0,Detchd,625,6,2006,109500
158,12003,Pave,Reg,Lvl,AllPub,Timber,1Fam,2Story,8,5,2009,Gable,PConc,774,GasA,Y,SBrkr,1968,2,1,4,1,Ex,8,1,BuiltIn,680,5,2010,269500
159,12552,Pave,Reg,Lvl,AllPub,Somerst,1Fam,2Story,7,5,2004,Gable,PConc,991,GasA,Y,SBrkr,1947,2,1,3,1,Gd,8,1,Attchd,678,5,2010,254900
160,19378,Pave,IR1,HLS,AllPub,Gilbert,1Fam,2Story,7,5,2005,Gable,PConc,1392,GasA,Y,SBrkr,2462,2,1,4,1,Gd,9,1,Attchd,576,3,2006,320000
161,11120,Pave,IR1,Lvl,AllPub,Veenker,1Fam,1Story,6,6,1984,Gable,PConc,1232,GasA,Y,SBrkr,1232,2,0,3,1,TA,6,0,Attchd,516,6,2008,162500
162,13688,Pave,IR1,Lvl,AllPub,NridgHt,1Fam,2Story,9,5,2003,Gable,PConc,1572,GasA,Y,SBrkr,2668,2,1,3,1,Ex,10,2,BuiltIn,726,3,2008,412500
163,12182,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,7,5,2005,Gable,PConc,1541,GasA,Y,SBrkr,1541,2,0,3,1,Gd,7,1,Attchd,532,5,2010,220000
164,5500,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Unf,4,6,1956,Gable,CBlock,882,GasA,Y,SBrkr,882,1,0,1,1,TA,4,0,NA,0,4,2007,103200
165,5400,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,6,7,1926,Gable,BrkTil,1149,GasA,Y,FuseA,1616,2,0,3,1,Gd,5,0,Detchd,216,10,2007,152000
166,10106,Pave,Reg,Lvl,AllPub,Edwards,2fmCon,1.5Fin,5,7,1940,Gable,BrkTil,644,GasA,Y,SBrkr,1355,2,0,4,2,TA,6,0,NA,0,9,2008,127500
167,10708,Pave,IR1,Lvl,AllPub,ClearCr,1Fam,1Story,5,5,1955,Hip,CBlock,1617,GasA,Y,FuseA,1867,1,0,2,1,TA,7,3,Attchd,303,11,2009,190000
168,10562,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,2Story,8,5,2007,Gable,PConc,1582,GasA,Y,SBrkr,2161,1,1,3,1,Ex,8,1,Attchd,789,11,2007,325624
169,8244,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,2004,Gable,PConc,840,GasA,Y,SBrkr,1720,2,1,3,1,Gd,7,1,Attchd,440,5,2007,183500
170,16669,Pave,IR1,Lvl,AllPub,Timber,1Fam,1Story,8,6,1981,Hip,CBlock,1686,GasA,Y,SBrkr,1707,2,1,2,1,TA,6,1,Attchd,511,1,2006,228000
171,12358,Pave,IR1,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,6,1941,Gable,CBlock,720,GasA,Y,SBrkr,1382,1,1,2,1,TA,7,0,Detchd,660,5,2007,128500
172,31770,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,6,5,1960,Hip,CBlock,1080,GasA,Y,SBrkr,1656,1,0,3,1,TA,7,2,Attchd,528,5,2010,215000
173,5306,Pave,IR1,Lvl,AllPub,StoneBr,TwnhsE,2Story,7,7,1987,Gable,PConc,1064,GasA,Y,SBrkr,1767,2,0,2,1,Gd,5,1,Attchd,504,6,2006,239000
174,10197,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,6,5,1961,Gable,CBlock,1362,GasA,Y,SBrkr,1362,1,1,3,1,TA,6,1,Attchd,504,6,2008,163000
175,12416,Pave,IR1,Lvl,AllPub,Timber,1Fam,1Story,6,5,1986,Gable,CBlock,1606,GasA,Y,SBrkr,1651,2,0,3,1,TA,7,1,Attchd,616,11,2008,184000
176,12615,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,6,7,1950,Gable,CBlock,1202,GasA,Y,SBrkr,2158,2,0,4,1,Gd,7,1,Attchd,576,6,2007,243000
177,10029,Pave,IR1,Lvl,AllPub,ClearCr,1Fam,2Story,6,5,1988,Gable,PConc,1151,GasA,Y,SBrkr,2060,2,1,4,1,TA,8,1,Attchd,521,9,2007,211000
178,13650,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1.5Fin,5,5,1958,Gable,CBlock,1052,GasA,Y,SBrkr,1920,2,0,4,1,Gd,8,1,Attchd,451,7,2006,172500
179,17423,Pave,IR1,Lvl,AllPub,StoneBr,1Fam,1Story,9,5,2008,Hip,PConc,2216,GasA,Y,SBrkr,2234,2,0,1,1,Ex,9,1,Attchd,1166,7,2009,501837
180,8520,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,5,6,1923,Gable,CBlock,968,GasA,Y,SBrkr,968,1,0,2,1,TA,5,0,Detchd,480,7,2007,100000
181,2117,Pave,Reg,Lvl,AllPub,Somerst,Twnhs,2Story,6,5,2000,Gable,PConc,756,GasA,Y,SBrkr,1525,2,1,3,1,Gd,5,1,Detchd,440,6,2007,177000
182,7588,Pave,Reg,Lvl,AllPub,Crawfor,1Fam,2Story,7,6,1920,Gable,BrkTil,793,GasA,Y,SBrkr,1802,1,1,4,1,TA,9,1,Detchd,216,7,2006,200100
183,9060,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1957,Hip,PConc,0,GasA,Y,SBrkr,1340,1,0,3,1,TA,7,1,Attchd,252,6,2007,120000
184,11426,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,7,5,2003,Gable,PConc,1362,GasA,Y,SBrkr,2082,2,1,3,1,Gd,6,0,Detchd,484,6,2008,200000
185,7438,Pave,IR1,Lvl,AllPub,BrkSide,1Fam,1.5Fin,5,8,1908,Gable,PConc,504,GasA,Y,SBrkr,1252,1,0,3,1,TA,5,0,Attchd,576,6,2006,127000
186,22950,Pave,IR2,Lvl,AllPub,OldTown,1Fam,2.5Fin,10,9,1892,Gable,BrkTil,1107,GasA,Y,SBrkr,3608,2,1,4,1,Ex,12,2,Detchd,840,6,2006,475000
187,9947,Pave,IR1,Lvl,AllPub,Mitchel,1Fam,SLvl,7,5,1990,Gable,PConc,1188,GasA,Y,SBrkr,1217,2,0,3,1,Gd,6,0,Attchd,497,6,2009,173000
188,10410,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,7,1916,Gable,CBlock,660,GasA,Y,SBrkr,1656,2,1,3,1,TA,8,0,Detchd,180,8,2009,135000
189,7018,Pave,Reg,Bnk,AllPub,SawyerW,Duplex,SFoyer,5,5,1979,Gable,CBlock,1086,GasA,Y,SBrkr,1224,0,2,2,2,TA,6,2,Detchd,528,6,2009,153337
190,4923,Pave,Reg,Lvl,AllPub,StoneBr,TwnhsE,1Story,8,5,2001,Gable,PConc,1593,GasA,Y,SBrkr,1593,1,1,0,1,Ex,5,1,Attchd,682,8,2008,286000
191,10570,Pave,Reg,Bnk,AllPub,Crawfor,1Fam,2Story,8,8,1932,Hip,CBlock,853,GasA,Y,SBrkr,2727,2,1,3,1,Gd,10,2,Detchd,440,12,2007,315000
192,7472,Pave,IR1,Lvl,AllPub,NAmes,1Fam,2Story,7,9,1972,Gable,CBlock,725,GasA,Y,SBrkr,1479,1,1,4,1,Gd,7,0,Attchd,484,6,2007,184000
193,9017,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1999,Gable,PConc,1431,GasA,Y,SBrkr,1431,2,0,3,1,Gd,6,0,Attchd,666,9,2009,192000
194,2522,Pave,Reg,Lvl,AllPub,Edwards,Twnhs,2Story,7,5,2004,Gable,PConc,970,GasA,Y,SBrkr,1709,2,0,3,1,Gd,7,0,Detchd,380,5,2006,130000
195,7180,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,5,7,1972,Hip,CBlock,864,GasA,Y,SBrkr,864,1,0,3,1,TA,5,0,Detchd,352,5,2008,127000
196,2280,Pave,Reg,Lvl,AllPub,NPkVill,Twnhs,2Story,6,6,1976,Gable,CBlock,855,GasA,Y,SBrkr,1456,2,1,3,1,TA,7,1,Attchd,440,7,2009,148500
197,9416,Pave,Reg,Lvl,AllPub,Somerst,1Fam,1Story,7,5,2007,Hip,PConc,1726,GasA,Y,SBrkr,1726,2,0,3,1,Ex,8,1,Attchd,786,9,2007,311872
198,25419,Pave,Reg,Lvl,AllPub,NAmes,1Fam,2Story,8,4,1918,Gable,PConc,1360,GasA,Y,SBrkr,3112,2,0,4,1,Gd,8,1,Detchd,795,3,2006,235000
199,5520,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2.5Fin,6,6,1912,Gable,CBlock,755,GasA,Y,SBrkr,2229,1,0,5,1,TA,8,0,NA,0,7,2009,104000
200,9591,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,8,5,2004,Hip,PConc,1713,GasA,Y,SBrkr,1713,2,0,3,1,Ex,7,1,Attchd,856,1,2009,274900
201,8546,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,4,5,2003,Gable,PConc,1121,GasA,Y,SBrkr,1121,2,0,2,1,TA,5,0,Attchd,440,3,2010,140000
202,10125,Pave,Reg,Lvl,AllPub,Mitchel,1Fam,1Story,6,6,1977,Gable,CBlock,1196,GasA,Y,SBrkr,1279,2,0,3,1,TA,6,2,Detchd,473,2,2008,171500
203,7000,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,6,6,1924,Gable,BrkTil,617,GasA,Y,SBrkr,1310,2,0,2,1,TA,6,0,Attchd,398,5,2006,112000
204,4438,Pave,Reg,Lvl,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,Gable,PConc,848,GasA,Y,SBrkr,848,1,0,1,1,Gd,3,1,Attchd,420,1,2008,149000
205,3500,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,7,1947,Gable,CBlock,720,GasA,Y,SBrkr,1284,1,1,2,1,TA,5,0,Detchd,240,4,2009,110000
206,11851,Pave,Reg,Lvl,AllPub,Gilbert,1Fam,1Story,7,5,1990,Gable,PConc,1424,GasA,Y,SBrkr,1442,2,0,3,1,TA,5,0,Attchd,500,5,2009,180500
207,13673,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1962,Gable,CBlock,1140,GasA,Y,SBrkr,1696,1,1,3,1,TA,8,1,Attchd,349,3,2007,143900
208,12493,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,4,5,1960,Gable,PConc,1100,GasA,Y,SBrkr,1100,1,0,3,1,TA,6,1,Attchd,312,4,2008,141000
209,14364,Pave,IR1,Low,AllPub,SawyerW,1Fam,2Story,7,5,1988,Gable,CBlock,1157,GasA,Y,SBrkr,2062,2,1,3,1,TA,7,1,Attchd,454,4,2007,277000
210,8250,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,7,1964,Hip,CBlock,1092,GasA,Y,SBrkr,1092,1,0,3,1,TA,6,0,Attchd,504,7,2008,145000
211,5604,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1925,Gable,CBlock,864,GasA,N,FuseA,864,1,0,2,1,TA,5,0,NA,0,4,2008,98000
212,10420,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1Story,6,5,2009,Gable,PConc,1212,GasA,Y,SBrkr,1212,2,0,3,1,Gd,6,0,Attchd,460,3,2010,186000
213,8640,Pave,Reg,Lvl,AllPub,Somerst,1Fam,2Story,7,5,2009,Gable,PConc,900,GasA,Y,SBrkr,1852,2,1,3,1,Gd,7,1,Attchd,644,7,2009,252678
214,13568,Pave,IR2,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1995,Gable,PConc,990,GasA,Y,SBrkr,990,1,0,3,1,TA,5,0,Attchd,576,7,2006,156000
215,10900,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,6,7,1977,Gable,CBlock,689,GasA,Y,SBrkr,1392,1,1,3,1,TA,6,0,Attchd,299,3,2010,161750
216,10011,Pave,IR1,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1957,Gable,CBlock,1070,GasA,Y,SBrkr,1236,1,0,2,1,Gd,6,1,Attchd,447,5,2006,134450
217,8450,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,Gable,PConc,1436,GasA,Y,SBrkr,1436,2,0,3,1,Gd,8,0,Attchd,484,4,2008,210000
218,9906,Pave,Reg,Lvl,AllPub,OldTown,1Fam,2Story,4,4,1925,Gable,CBlock,686,GasA,N,SBrkr,1328,1,0,3,1,TA,8,0,Detchd,210,9,2006,107000
219,15660,Pave,IR1,Lvl,AllPub,Crawfor,1Fam,1.5Fin,7,9,1939,Gable,CBlock,798,GasA,Y,SBrkr,1954,1,1,3,1,Gd,8,2,Attchd,431,5,2008,311500
220,3010,Pave,Reg,Lvl,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,PConc,1248,GasA,Y,SBrkr,1248,2,0,2,1,Gd,5,0,Attchd,438,3,2006,167240
221,8990,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2006,Gable,PConc,1498,GasA,Y,SBrkr,1498,2,0,2,1,Gd,5,0,Attchd,675,4,2006,204900
222,8068,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,6,5,2002,Gable,PConc,1010,GasA,Y,SBrkr,2267,2,1,4,1,Gd,8,1,BuiltIn,390,12,2009,200000
223,11475,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,2Story,6,6,1975,Gable,CBlock,713,GasA,Y,SBrkr,1552,2,1,3,1,TA,6,1,Attchd,434,2,2006,179900
224,10500,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,4,6,1971,Gable,CBlock,864,GasA,Y,SBrkr,864,1,0,2,1,TA,4,0,Detchd,576,3,2009,97000
225,13472,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,10,5,2003,Hip,PConc,2392,GasA,Y,SBrkr,2392,2,0,3,1,Ex,8,1,Attchd,968,6,2009,386250
226,1680,Pave,Reg,Lvl,AllPub,BrDale,Twnhs,2Story,5,5,1971,Gable,CBlock,630,GasA,Y,SBrkr,1302,2,1,3,1,TA,6,0,Detchd,280,5,2009,112000
227,9950,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,7,5,1995,Gable,PConc,1203,GasA,Y,SBrkr,2520,2,1,4,1,Gd,9,1,Attchd,721,6,2007,290000
228,1869,Pave,Reg,Lvl,AllPub,BrDale,Twnhs,2Story,6,6,1970,Gable,CBlock,483,GasA,Y,SBrkr,987,1,1,2,1,TA,5,0,Detchd,280,9,2008,106000
229,8521,Pave,Reg,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1967,Gable,CBlock,912,GasA,Y,SBrkr,912,1,0,3,1,TA,5,1,Detchd,336,5,2010,125000
230,3182,Pave,Reg,Lvl,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,PConc,1373,GasA,Y,SBrkr,1555,2,0,2,1,Gd,7,1,Attchd,430,5,2009,192500
231,8760,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1959,Hip,CBlock,1194,GasA,Y,SBrkr,1194,1,0,3,1,TA,6,0,Attchd,312,4,2010,148000
232,15138,Pave,IR1,Lvl,AllPub,NoRidge,1Fam,2Story,8,5,1995,Gable,PConc,1462,GasA,Y,SBrkr,2794,2,1,4,1,Ex,9,1,Attchd,810,7,2009,403000
233,1680,Pave,Reg,Lvl,AllPub,BrDale,Twnhs,2Story,6,5,1972,Gable,CBlock,483,GasA,Y,SBrkr,987,1,1,2,1,TA,5,1,Attchd,288,6,2006,94500
234,10650,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1976,Gable,CBlock,894,GasA,Y,SBrkr,894,1,0,3,1,TA,5,0,Attchd,308,2,2010,128200
235,7851,Pave,Reg,Lvl,AllPub,Gilbert,1Fam,2Story,6,5,2002,Gable,PConc,860,GasA,Y,SBrkr,1960,2,1,4,1,Gd,8,2,BuiltIn,440,5,2010,216500
236,1680,Pave,Reg,Lvl,AllPub,BrDale,TwnhsE,2Story,6,3,1971,Gable,CBlock,483,GasA,Y,SBrkr,987,1,1,2,1,TA,5,0,Detchd,264,8,2008,89500
237,8773,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,Gable,PConc,1414,GasA,Y,SBrkr,1414,2,0,3,1,Gd,6,0,Attchd,494,5,2010,185500
238,9453,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,2Story,7,7,1993,Gable,PConc,996,GasA,Y,SBrkr,1744,2,1,3,1,Gd,7,0,Attchd,457,2,2010,194500
239,12030,Pave,Reg,Lvl,AllPub,NridgHt,1Fam,1Story,8,5,2007,Hip,PConc,1694,GasA,Y,SBrkr,1694,2,0,3,1,Gd,7,0,Attchd,818,12,2007,318000
240,8741,Pave,Reg,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,4,1945,Gable,CBlock,735,GasA,Y,FuseA,1487,1,1,3,1,TA,7,1,Detchd,220,4,2010,113000
241,9000,Pave,Reg,Lvl,AllPub,Somerst,1Fam,1Story,8,5,2008,Gable,PConc,1566,GasA,Y,SBrkr,1566,2,0,3,1,Gd,7,0,Attchd,750,4,2010,262500
242,3880,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,5,9,1945,Gable,CBlock,686,GasA,Y,SBrkr,866,1,0,2,1,Gd,4,0,NA,0,8,2007,110500
243,5000,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,4,1900,Gable,BrkTil,540,GasA,N,FuseA,1440,1,0,3,1,TA,6,0,Attchd,352,4,2006,79000
244,10762,Pave,Reg,Lvl,AllPub,SawyerW,TwnhsE,2Story,6,6,1980,Gable,CBlock,626,GasA,Y,SBrkr,1217,1,1,3,1,TA,6,1,Attchd,288,4,2009,120000
245,8880,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1994,Gable,PConc,948,GasA,Y,SBrkr,2110,2,1,3,1,Gd,8,2,Attchd,463,5,2010,205000
246,10400,Pave,Reg,Lvl,AllPub,NWAmes,1Fam,1Story,7,5,1988,Gable,CBlock,1845,GasA,Y,SBrkr,1872,2,0,3,1,TA,6,1,Attchd,604,6,2006,241500
247,9142,Pave,Reg,Lvl,AllPub,OldTown,2fmCon,2Story,6,8,1910,Gable,Stone,1020,GasA,N,FuseP,1928,2,0,4,2,Fa,9,0,Detchd,440,4,2006,137000
248,11310,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,6,5,1954,Hip,CBlock,1367,GasA,Y,SBrkr,1375,1,0,2,1,TA,5,1,Attchd,451,6,2006,140000
249,11317,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2003,Gable,PConc,840,GasA,Y,SBrkr,1668,2,1,3,1,Gd,8,0,Attchd,500,9,2007,180000
250,159000,Pave,IR2,Low,AllPub,ClearCr,1Fam,1.5Fin,6,7,1958,Gable,CBlock,1444,GasA,Y,SBrkr,2144,2,0,4,1,Gd,7,2,Attchd,389,6,2007,277000
251,5350,Pave,IR1,Lvl,AllPub,BrkSide,1Fam,1Story,3,2,1940,Gable,CBlock,728,GasA,Y,SBrkr,1306,1,0,3,1,Fa,6,0,NA,0,5,2010,76500
252,4750,Pave,IR1,HLS,AllPub,Crawfor,TwnhsE,1Story,8,5,2006,Hip,PConc,1573,GasA,Y,SBrkr,1625,2,0,2,1,Gd,5,1,Attchd,538,12,2007,235000
253,8366,Pave,IR1,Lvl,AllPub,SawyerW,1Fam,2Story,6,5,2004,Gable,PConc,798,GasA,Y,SBrkr,1640,2,1,3,1,Gd,6,0,Attchd,520,12,2008,173000
254,9350,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,6,7,1964,Hip,CBlock,1302,GasA,Y,SBrkr,1302,2,0,3,1,Gd,7,0,Attchd,309,10,2007,158000
255,8400,Pave,Reg,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1957,Gable,CBlock,1314,GasA,Y,SBrkr,1314,1,0,3,1,TA,5,0,Attchd,294,6,2010,145000
256,8738,Pave,IR1,Lvl,AllPub,Gilbert,1Fam,2Story,7,5,1999,Gable,PConc,975,GasA,Y,SBrkr,2291,2,1,4,1,Gd,8,1,BuiltIn,429,2,2006,230000
257,8791,Pave,IR1,Lvl,AllPub,Somerst,1Fam,2Story,6,5,2003,Gable,PConc,864,GasA,Y,SBrkr,1728,2,1,3,1,Gd,7,0,Attchd,673,5,2008,207500
258,8814,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2006,Gable,PConc,1604,GasA,Y,SBrkr,1604,2,1,3,1,Gd,8,1,Attchd,660,3,2009,220000
259,12435,Pave,Reg,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2001,Gable,PConc,963,GasA,Y,SBrkr,1792,2,1,3,1,Gd,7,1,Attchd,564,5,2008,231500
260,12702,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1Story,5,5,1956,Gable,PConc,0,GasA,Y,FuseA,882,1,0,2,1,TA,4,0,Detchd,308,12,2008,97000
261,19296,Pave,Reg,Lvl,AllPub,NAmes,1Fam,SLvl,6,5,1962,Gable,CBlock,1362,GasA,Y,SBrkr,1382,1,0,3,1,TA,6,1,Attchd,884,5,2009,176000
262,9588,Pave,IR1,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2007,Gable,PConc,1482,GasA,Y,SBrkr,2574,2,1,3,1,Ex,10,1,BuiltIn,868,11,2007,276000
263,8471,Pave,IR1,Lvl,AllPub,Sawyer,1Fam,SLvl,6,7,1977,Gable,CBlock,506,GasA,Y,SBrkr,1212,1,0,3,1,TA,6,1,Attchd,492,7,2006,151000
264,5500,Pave,Reg,Lvl,AllPub,OldTown,1Fam,1.5Fin,5,7,1929,Gable,BrkTil,926,GasA,Y,SBrkr,1316,1,0,3,1,TA,6,0,Detchd,484,4,2010,130000
265,5232,Pave,IR3,Bnk,AllPub,OldTown,1Fam,1Story,5,5,1925,Gable,BrkTil,680,GasA,N,FuseP,764,1,0,2,1,TA,4,0,Detchd,504,6,2008,73000
266,12090,Pave,IR1,Lvl,AllPub,NWAmes,1Fam,1Story,6,6,1981,Gable,CBlock,1422,GasA,Y,SBrkr,1422,2,0,3,1,Gd,7,1,Attchd,576,6,2008,175500
