"no_of_shares","no_of_words_in_title","no_of_words_in_text","no_of_unique_words_in_text","no_of_links","no_of_images","no_of_videos","average_word_length"
589,11,117,0.681034476888,0,0,1,4.5641025641
1100,9,128,0.726562494324,3,0,1,4.1953125
1500,11,195,0.672316380382,5,0,0,4.33846153846
1000,10,179,0.636363632748,4,0,1,4.37430167598
532,10,238,0.618644065175,3,1,0,4.63865546218
1100,10,239,0.689655169441,9,1,0,4.72384937238
342,11,310,0.55821917617,5,1,0,4.13225806452
1700,10,501,0.53027139764,3,1,0,4.72854291417
503,13,272,0.65298507219,6,1,0,4.86397058824
2800,12,165,0.727848096659,2,1,0,4.10303030303
1100,6,921,0.470264316663,10,1,0,5.0217155266
522,9,103,0.745098031911,7,1,1,4.97087378641
1100,11,275,0.63138685901,3,1,0,4.44727272727
5500,11,428,0.549528300591,4,0,1,4.54906542056
4600,6,234,0.610389607747,6,1,0,4.71367521368
823,12,104,0.78846153088,3,0,0,4.67307692308
1800,11,174,0.637426896857,3,1,0,4.49425287356
2500,11,248,0.614406777058,10,0,0,5.09274193548
1900,10,446,0.578475335026,14,1,0,5.11210762332
689,11,396,0.563342316541,6,1,0,4.50757575758
3700,10,501,0.505263156831,4,1,0,5.03393213573
1200,9,431,0.545454544183,3,1,0,4.686774942
952,8,151,0.7199999952,4,0,1,4.33774834437
1300,8,167,0.610778439456,9,0,0,5.15568862275
1500,11,95,0.768421044543,4,1,0,4.97894736842
1900,10,238,0.595744678316,7,1,0,5.18487394958
1000,11,189,0.603174599983,7,1,0,5.28042328042
1500,7,296,0.644827583983,7,1,1,4.67905405405
1000,8,716,0.421874999401,7,1,1,4.81703910615
1000,14,221,0.555023920789,3,1,0,4.78733031674
1900,9,203,0.6666666633,11,0,0,4.76354679803
2800,8,439,0.578947367096,6,1,0,4.72437357631
2700,7,1079,0.38951310825,4,1,0,4.49582947173
1000,13,351,0.527220628862,11,1,0,4.94017094017
915,11,332,0.555214722223,7,1,1,4.42771084337
2000,10,302,0.640939595165,4,1,0,4.42715231788
864,7,234,0.650224212331,7,1,0,4.55128205128
4100,12,319,0.601910826109,10,0,0,4.7460815047
910,11,177,0.670454541645,3,1,0,4.5593220339
790,12,311,0.531249998155,1,1,0,4.45659163987
623,7,480,0.46069868895,9,1,0,4.54791666667
548,7,193,0.57803467874,2,1,0,4.49740932642
1400,10,261,0.625984249504,10,1,0,4.87356321839
508,11,409,0.519607841864,2,1,0,4.95843520782
1800,11,478,0.514830507384,5,1,0,4.19037656904
909,12,509,0.558185403238,12,1,0,4.96660117878
999,11,461,0.517543858514,10,1,1,4.49457700651
2100,13,86,0.783132520685,4,1,0,5.06976744186
2000,9,796,0.493654821709,13,1,0,4.90452261307
2600,10,151,0.766666661556,6,0,1,4.67549668874
1100,8,370,0.587431692384,4,0,0,4.95945945946
2700,12,397,0.463730568747,3,1,0,4.50629722922
3000,10,320,0.559374998252,4,1,0,4.6375
2500,8,788,0.481193254888,11,1,0,4.71065989848
1900,13,109,0.792452822713,3,0,0,4.70642201835
603,11,240,0.522935777418,5,1,0,4.63333333333
1500,9,488,0.5465838498,11,1,0,4.72540983607
1200,12,776,0.498680738128,5,1,0,4.73840206186
957,11,654,0.502304146694,15,1,0,5.03822629969
899,10,267,0.611538459186,9,0,0,4.87640449438
1200,9,386,0.549479165236,14,1,0,4.9170984456
1700,13,191,0.70370369998,5,0,1,4.65968586387
1500,9,297,0.608391606264,11,1,0,4.87205387205
683,10,334,0.539634144696,8,1,0,5
1500,10,230,0.620087333537,3,1,0,4.94782608696
2700,11,602,0.50590219139,10,1,0,4.9634551495
375,8,413,0.597051595585,9,1,0,4.65859564165
799,10,885,0.443930635325,12,1,0,4.82937853107
445,14,268,0.559701490449,6,1,0,4.58208955224
837,12,280,0.556420231298,2,1,0,4.83214285714
1200,11,1027,0.425252524823,14,1,0,4.8023369036
1500,7,256,0.603999997584,8,1,0,4.58984375
1200,10,163,0.687499995703,5,1,1,4.88343558282
1500,7,232,0.584415581886,8,0,0,4.56465517241
1100,7,320,0.656249997949,12,1,0,4.925
513,12,282,0.611111108848,4,1,0,4.39361702128
730,10,384,0.578666665124,12,0,1,4.87239583333
560,13,184,0.692307688504,7,0,0,4.75543478261
581,10,255,0.622047241645,2,0,1,4.85882352941
556,11,505,0.500998002992,4,1,0,4.53861386139
730,10,406,0.598503739156,14,1,0,4.94827586207
775,11,501,0.446680079584,1,1,0,4.22355289421
518,9,117,0.739130428355,2,0,2,4.47008547009
4700,7,195,0.67179486835,5,1,0,5.02051282051
1700,12,508,0.52859960448,2,1,0,4.61811023622
1900,10,196,0.675392666621,3,0,1,4.41836734694
886,12,207,0.64878048464,3,1,0,4.60869565217
3900,12,223,0.622119812801,5,1,0,4.91031390135
876,11,467,0.574837308948,8,0,0,4.79229122056
1800,12,270,0.614232207437,2,0,2,4.41851851852
1100,7,387,0.598445594305,8,0,1,4.82945736434
755,8,271,0.604477609685,3,1,0,4.77859778598
1800,8,307,0.567213112894,5,1,0,4.53745928339
555,12,183,0.653846150254,5,1,0,4.66666666667
447,12,129,0.740157474487,6,0,0,4.71317829457
1700,6,372,0.512195120563,4,1,0,4.78494623656
1000,13,126,0.782258058208,4,0,0,4.60317460317
1900,12,898,0.444319459568,22,1,0,4.6570155902
902,8,210,0.666666663446,6,0,0,4.58095238095
1100,9,170,0.741176466228,3,1,0,4.95294117647
1300,6,951,0.433760683297,22,1,0,4.21556256572
2100,7,222,0.581081078464,3,1,0,4.7972972973
1500,9,529,0.590038313046,11,1,0,4.51039697543
4000,7,241,0.551867217627,3,0,0,4.54771784232
785,13,661,0.493883791294,10,1,0,4.88350983359
5200,13,716,0.516546761847,6,1,0,5.03491620112
3800,9,342,0.577712608277,5,0,1,5.23099415205
431,6,304,0.577557753869,9,1,0,4.84868421053
3600,11,407,0.513580245645,9,1,0,4.72481572482
2500,10,358,0.577030810709,8,1,0,4.41899441341
515,12,169,0.724550893865,7,0,1,4.53846153846
537,11,472,0.508583689896,7,1,0,4.20338983051
5000,10,411,0.495121950012,6,1,0,4.30656934307
3400,13,117,0.73504272876,2,0,1,4.83760683761
471,9,252,0.60557768683,7,0,1,5.12698412698
1200,8,636,0.462519935466,5,1,0,4.71226415094
527,9,206,0.661764702638,6,0,1,4.4854368932
632,9,511,0.565573769333,10,1,0,4.94129158513
998,6,164,0.656441713764,3,0,1,4.48780487805
400,10,126,0.793650787352,3,1,0,4.4126984127
1000,12,239,0.609865468117,1,1,0,4.76150627615
2200,8,362,0.575070819901,5,1,0,4.77071823204
3300,11,663,0.483920366793,5,1,0,4.92609351433
1200,9,204,0.659793811032,7,1,0,4.98039215686
1700,8,231,0.657777774854,3,1,1,4.22077922078
482,11,330,0.554878047089,6,1,1,5.10909090909
1300,9,419,0.553699282688,5,1,0,4.6754176611
2100,9,711,0.534206695001,12,1,0,4.69620253165
1600,13,131,0.732824421887,4,0,0,4.98473282443
2000,8,565,0.528673834178,8,1,0,4.76991150442
2000,15,167,0.745454540937,5,0,1,4.34730538922
4400,10,1223,0.426446280639,11,1,0,4.53475061325
1400,9,544,0.52030947675,10,1,0,4.76470588235
2100,13,237,0.594017091479,2,0,2,4.11814345992
1800,10,824,0.325068870076,11,1,0,4.55825242718
1200,7,228,0.592105260561,2,0,0,4.57456140351
2700,10,176,0.684210522315,5,0,0,4.85795454545
606,11,339,0.623493974026,8,0,1,4.96755162242
1000,12,345,0.586005829195,4,1,0,4.89275362319
735,10,275,0.627737223986,3,0,1,4.98181818182
763,13,560,0.479553902454,8,1,0,4.41607142857
532,11,289,0.629893236193,14,1,0,5.09688581315
811,10,215,0.616822427024,2,0,1,4.77674418605
3200,12,477,0.509635973213,2,1,0,4.65618448637
942,15,205,0.577889444332,4,1,0,4.60975609756
1400,8,538,0.462857141976,8,1,0,4.9312267658
731,11,343,0.543543541911,4,0,0,4.46647230321
4800,10,194,0.643243239766,3,1,0,4.90721649485
2700,10,1144,0.413427561472,21,1,0,4.71678321678
3400,7,826,0.4283950612,11,1,0,4.50726392252
4300,11,239,0.59227467557,10,1,0,4.57740585774
4300,8,284,0.661971828655,6,0,0,4.72887323944
614,12,136,0.694656483247,6,0,0,4.33823529412
2600,5,490,0.518367345881,9,1,0,4.42653061224
3900,10,386,0.440104165521,6,1,0,4.89119170984
3100,10,815,0.506832297507,8,1,0,4.81963190184
1600,10,285,0.583629891161,4,0,2,4.88070175439
4100,9,371,0.514824796456,6,1,0,4.83827493261
1800,11,540,0.499058379474,7,1,0,4.58333333333
2100,10,134,0.738095232237,2,1,0,4.22388059701
856,12,307,0.552816899462,4,1,0,4.48534201954
2700,9,242,0.623931621265,2,1,0,4.6694214876
1100,11,268,0.624999997633,6,1,0,4.62686567164
1200,11,539,0.546845123237,11,1,0,4.48608534323
1200,8,112,0.774774767795,4,0,1,4.72321428571
931,12,548,0.551210427279,12,1,0,4.81386861314
2700,9,1119,0.482416591089,6,1,0,4.93923145666
475,13,197,0.647058820069,7,1,1,4.82741116751
574,13,352,0.582386361982,4,1,0,4.68181818182
4700,9,408,0.512968298234,3,1,0,4.90931372549
1100,8,485,0.52878464706,4,1,0,4.92989690722
1400,11,116,0.724137924792,2,0,1,4.24137931034
1200,9,220,0.601895731745,4,1,0,4.87727272727
1500,9,141,0.748201433466,4,0,1,4.68085106383
538,14,175,0.536585362582,2,1,0,4.61142857143
1100,7,829,0.440389293868,15,1,0,5.08082026538
661,10,958,0.465116278578,8,1,0,4.7369519833
535,9,427,0.520383691798,5,1,0,4.64402810304
1300,12,590,0.569468266605,10,1,2,4.65762711864
705,10,276,0.620300749548,12,1,1,4.86956521739
1300,7,1119,0.422661870124,3,1,1,4.7890974084
1600,8,375,0.570270268729,5,1,0,4.96533333333
1400,15,932,0.508658008108,17,1,0,4.21888412017
2500,9,927,0.398479912705,9,1,0,4.92556634304
1100,9,445,0.554794519281,7,1,0,4.79775280899
1600,14,543,0.466789667035,2,1,0,4.46593001842
4900,12,277,0.581818179702,7,1,0,4.74368231047
2200,11,570,0.522887323023,5,1,0,4.69298245614
5200,9,208,0.639024387127,8,1,0,4.89423076923
3900,13,345,0.57267441694,4,1,0,4.38260869565
2300,10,931,0.435359115541,19,1,0,4.51772287863
1700,13,135,0.674074069081,6,1,0,4.72592592593
3100,13,268,0.574626863528,4,1,0,4.77611940299
2400,12,121,0.739495792105,7,0,1,4.26446280992
3000,9,186,0.646067412101,2,0,0,4.47311827957
1400,13,989,0.4350986496,9,1,1,4.41860465116
4300,12,448,0.561797751547,8,1,0,4.65401785714
1500,11,191,0.671957668402,11,0,0,5.01047120419
1100,9,78,0.769230759369,4,0,0,5
4600,11,161,0.662337658037,2,0,0,4.27329192547
1400,9,274,0.565543069043,4,1,0,4.44890510949
2800,12,573,0.475265016828,8,1,0,4.81151832461
1500,12,675,0.496229260187,11,1,1,4.45777777778
1300,10,451,0.559999998756,11,1,0,4.29268292683
1800,10,118,0.779661010342,5,0,0,4.17796610169
4300,9,179,0.575418991199,5,1,0,4.32402234637
1200,8,151,0.7799999948,4,1,0,4.51655629139
776,11,233,0.594339619838,9,0,0,4.72103004292
1200,12,253,0.589430891913,10,0,0,4.56126482213
1600,7,261,0.609195399965,11,1,0,4.08429118774
414,10,261,0.656370653836,6,0,1,5.06130268199
2500,14,337,0.524691356405,5,1,0,4.37388724036
1200,6,244,0.61965811701,11,1,0,4.88524590164
1800,10,127,0.69841269287,3,1,0,4.48031496063
506,10,302,0.626262624154,7,1,0,4.79470198675
2000,7,281,0.618705033746,6,1,0,5.17793594306
590,10,762,0.499999999335,14,0,0,5.29790026247
565,9,320,0.600638975717,4,1,0,4.634375
2400,12,664,0.493902438271,8,1,1,4.46385542169
1400,9,194,0.58762886295,4,1,0,4.26804123711
1100,11,332,0.634441085697,6,1,0,4.7921686747
1200,7,107,0.761904754649,1,1,0,4.57009345794
3400,8,409,0.45232273728,7,1,0,4.48166259169
3000,10,259,0.632812497528,8,0,0,5.06563706564
357,9,359,0.549295773101,12,1,0,4.88300835655
566,12,357,0.592067986991,3,1,0,4.53221288515
1400,11,838,0.465370594817,12,1,0,4.82696897375
874,6,276,0.593283579876,10,1,0,4.97826086957
2000,11,270,0.660156247421,6,1,0,4.6
2800,10,269,0.609195399965,6,1,0,5.06691449814
460,12,213,0.668246442331,3,0,1,4.28169014085
3000,10,385,0.589947088386,8,1,0,4.87792207792
706,11,726,0.494186045793,13,1,0,4.51652892562
1300,9,209,0.698564589959,6,0,0,5.1004784689
830,12,148,0.716216211377,5,0,1,4.79054054054
2000,9,679,0.501501500748,6,1,0,4.64212076583
294,10,920,0.473282442232,15,1,0,4.68804347826
349,14,115,0.758928564652,6,0,0,4.4
507,11,384,0.610079573979,16,1,0,4.48177083333
542,8,703,0.496413198714,13,1,0,4.86486486486
2400,10,288,0.517361109315,5,1,0,4.40277777778
1900,11,308,0.60606060402,7,1,0,5.03896103896
2000,8,1209,0.382695507169,7,1,0,4.5641025641
907,11,728,0.504895104189,15,1,0,4.91346153846
804,10,308,0.616666664611,11,1,1,4.92857142857
1900,7,993,0.44959677374,2,1,0,4.44511581067
3000,9,177,0.65294117263,1,0,0,4.71751412429
401,8,1282,0.429921259504,12,0,0,4.28237129485
1100,7,252,0.614457828858,6,1,0,4.93650793651
2400,9,777,0.468831168222,5,1,0,4.39253539254
953,11,337,0.544342505981,4,0,0,4.07418397626
706,9,382,0.568421051136,11,1,1,4.23821989529
469,12,244,0.608333330799,3,1,2,4.92213114754
1900,10,448,0.634703194898,16,1,0,5.16294642857
673,12,599,0.394415357078,8,1,0,4.74624373957
672,11,504,0.522954090773,3,1,0,4.91071428571
1200,6,233,0.63063062779,16,1,0,4.8669527897
2400,10,1006,0.424424424,21,1,0,4.58648111332
1000,10,197,0.632653057997,7,1,0,3.98984771574
441,11,361,0.533527695238,5,1,0,4.52631578947
2100,13,445,0.51157407289,4,1,0,4.45393258427
969,12,215,0.588516743596,5,1,0,4.44186046512
1000,7,659,0.418070443464,7,1,0,4.50682852807
577,8,509,0.498993962779,9,1,1,5.00982318271
510,10,296,0.56826568056,3,1,0,4.43243243243
1200,10,290,0.574468083069,5,1,0,4.69310344828
2700,8,616,0.499170811776,8,1,0,4.69155844156
790,14,101,0.747474739924,6,0,0,4.83168316832
3200,7,164,0.635220121791,2,1,0,4.42073170732
1500,8,743,0.42259414167,12,1,0,4.48721399731
769,8,1042,0.450731706877,18,1,0,4.92706333973
2100,12,354,0.607449854993,5,1,0,4.69774011299
825,9,511,0.555335967282,14,1,1,5.19960861057
3000,11,188,0.690217387553,1,0,2,4.26595744681
4100,7,130,0.697674413196,6,1,0,5.36923076923
2700,8,190,0.610526312576,5,1,0,4.46842105263
532,10,379,0.534759356859,4,1,1,5.16094986807
559,9,160,0.655629134731,3,1,0,4.5875
1300,8,494,0.523326570947,5,1,1,4.79352226721
3100,8,131,0.738461532781,7,1,0,4.60305343511
1500,6,197,0.602094237685,5,1,0,4.20812182741
3000,7,156,0.688311683842,5,0,1,4.8141025641
792,11,473,0.555555554321,10,0,1,4.35940803383
467,10,969,0.420560747227,10,1,2,4.37048503612
1900,11,294,0.61347517513,11,1,1,5.19047619048
969,11,491,0.566945605508,8,1,0,4.44399185336
3000,12,779,0.481045751005,13,1,2,4.53915275995
1000,11,709,0.478832116089,11,1,0,4.66572637518
990,9,136,0.746268651147,6,0,0,4.58088235294
2200,12,597,0.482993196457,6,1,0,4.47403685092
1600,10,1405,0.405128204831,14,1,0,4.59288256228
779,5,118,0.779661010342,4,0,1,4.57627118644
1500,7,231,0.681222704449,6,1,0,5.37662337662
1000,11,391,0.618181816576,6,0,1,4.81841432225
980,10,289,0.614035085565,6,1,0,4.77508650519
1100,11,246,0.621399174398,4,1,0,5.22357723577
1600,13,185,0.701657454687,6,1,0,4.76756756757
1100,7,159,0.768211915442,4,1,0,5.18238993711
2800,10,161,0.763157889716,7,0,1,4.68944099379
2400,8,527,0.565384614297,9,1,0,4.65464895636
1100,11,178,0.584795318218,2,1,0,4.7191011236
1500,10,210,0.67942583407,5,0,0,4.61428571429
1200,11,104,0.78846153088,3,0,1,4.64423076923
3400,11,81,0.787499990156,4,0,1,4.0987654321
1800,13,507,0.471400393548,4,1,0,4.46351084813
531,9,238,0.624472571205,6,0,0,4.68907563025
691,7,327,0.574923545642,7,1,0,4.70642201835
3400,6,944,0.46638206994,13,1,0,4.41313559322
649,12,283,0.599999997857,3,1,1,4.93992932862
3600,6,562,0.467272726423,5,1,0,4.4590747331
2300,12,242,0.680851060933,5,0,0,4.45454545455
2200,7,273,0.638376381408,3,1,0,4.65201465201
1500,12,142,0.741007188914,6,0,0,4.66901408451
1400,11,177,0.706214685276,4,0,1,4.50847457627
651,13,341,0.528189909412,10,1,0,4.59237536657
853,10,258,0.589843747696,4,1,0,4.79457364341
1500,9,642,0.546178343079,2,1,1,4.70093457944
436,12,406,0.527363182768,2,1,0,4.83497536946
1300,10,498,0.576131686057,17,1,0,5.00200803213
659,6,161,0.631249996055,7,1,0,4.84472049689
839,8,115,0.684684678516,2,1,1,4.66956521739
2100,9,109,0.732673260073,2,1,0,4.25688073394
2700,12,448,0.439678283004,2,1,0,4.14955357143
1200,6,1195,0.467632026859,12,0,0,4.54309623431
1100,11,232,0.634782605936,7,0,0,4.61637931034
1800,10,568,0.51499118075,5,1,0,4.66901408451
990,11,205,0.661764702638,6,0,0,4.93170731707
998,12,1334,0.362745097766,2,1,0,4.41154422789
636,10,742,0.451202262445,7,1,2,4.26819407008
1500,10,229,0.558951962625,4,1,0,4.6768558952
1600,10,182,0.666666662963,2,0,0,5.1043956044
2600,11,522,0.502923975628,9,1,0,4.65900383142
707,8,308,0.618421050597,7,1,0,4.53246753247
1200,7,479,0.480686694247,11,1,0,4.54070981211
2000,11,426,0.487562187842,3,1,0,4.79107981221
1700,8,962,0.503657261752,21,1,0,4.84407484407
1300,9,265,0.638783267533,4,0,0,4.82641509434
373,8,208,0.613526567084,5,1,1,5.01442307692
745,8,391,0.612820511249,4,1,0,5.12531969309
984,6,251,0.621399174398,7,1,0,4.51792828685
912,8,448,0.616252820279,12,1,0,4.73660714286
740,10,354,0.528901732575,7,1,0,5.00564971751
1000,11,160,0.723270435703,4,0,1,4.5
2300,11,105,0.705882346021,5,0,0,4.78095238095
867,10,435,0.510538640491,8,1,0,5.06666666667
1300,10,247,0.575757573265,4,1,0,4.69230769231
4300,9,122,0.743589737234,3,0,2,4.67213114754
1500,11,255,0.581673304455,4,1,0,4.29411764706
3400,8,467,0.506550217235,6,1,0,4.53319057816
2400,9,400,0.562025315033,5,1,1,4.815
758,10,205,0.62886597614,6,1,0,4.61951219512
412,10,523,0.563850686515,17,1,0,4.48183556405
428,8,971,0.430962342645,13,1,0,4.83728115345
1200,6,409,0.582245429289,3,1,0,4.31051344743
884,5,84,0.771084328059,3,1,0,4.47619047619
1500,8,152,0.623188401281,6,1,0,4.22368421053
511,11,142,0.669172927299,2,1,0,3.97183098592
1800,11,191,0.631016039406,5,1,0,5.07853403141
1500,11,992,0.415821500592,3,1,0,4.41935483871
435,9,435,0.538647341694,8,1,0,4.86436781609
646,13,245,0.584745760234,6,1,0,4.57551020408
1800,8,168,0.678571424532,4,1,0,4.47023809524
4500,13,150,0.739999995067,3,0,1,4.30666666667
2300,10,103,0.718446594967,3,1,0,4.92233009709
849,12,96,0.741935475893,6,0,0,5.02083333333
478,8,502,0.573146291437,5,1,0,4.91434262948
1800,9,233,0.648648645727,6,1,0,5.01287553648
1500,9,215,0.518691586361,4,1,0,4.32558139535
1600,10,213,0.677725115271,6,0,2,4.88262910798
2200,9,288,0.562937060969,3,1,1,5.03125
998,10,415,0.487864076486,6,1,0,4.7156626506
386,10,520,0.531007750909,6,0,0,5.36730769231
1500,10,249,0.621399174398,5,1,0,4.88353413655
2400,7,213,0.646226412046,3,0,1,4.29107981221
4100,6,263,0.519230767234,4,1,0,4.41064638783
440,13,126,0.733870961824,5,0,0,5.01587301587
593,11,175,0.691860461094,3,0,0,4.56571428571
3200,8,375,0.580645159729,7,1,1,5.008
849,9,208,0.618357484935,6,1,0,4.74038461538
1700,13,201,0.609137052745,2,0,1,4.94029850746
340,8,167,0.763636359008,7,0,1,4.50898203593
1300,9,272,0.627306270748,6,1,0,4.98897058824
907,10,865,0.44663573034,11,1,0,4.62312138728
687,9,521,0.449999999135,3,1,0,4.4472168906
1900,11,144,0.687499995226,3,0,1,4.35416666667
422,9,359,0.553370784962,7,0,1,5.15320334262
1000,10,398,0.530303028964,3,1,0,4.40954773869
886,11,494,0.586864405536,13,1,0,5.26113360324
1900,11,417,0.583535107546,9,1,0,5.34532374101
2700,8,323,0.573208720956,8,1,0,4.65944272446
1100,10,113,0.792792785651,3,0,0,5.02654867257
1800,12,150,0.566176466425,3,1,0,4.48666666667
3000,10,422,0.542787284736,5,1,1,4.81990521327
397,8,362,0.573446326064,7,1,0,4.88397790055
380,10,490,0.565573769333,11,1,0,4.7
1700,9,661,0.517503804387,6,1,1,4.89712556732
693,12,454,0.53587443826,4,1,0,4.59030837004
1100,9,185,0.630057799826,7,0,0,4.96216216216
3500,8,208,0.649038458418,4,1,0,4.59615384615
2000,15,219,0.633802813926,1,0,1,4.62100456621
2300,8,792,0.495564004442,9,1,0,4.85101010101
2500,12,185,0.64245809697,3,1,0,4.81081081081
2100,10,274,0.657794674305,4,0,1,4.44525547445
3500,10,434,0.498823528238,10,1,0,4.32488479263
919,9,317,0.618122975346,11,1,0,4.72870662461
488,8,298,0.632302403325,5,1,0,5.06040268456
790,12,318,0.552447550516,10,0,0,4.62264150943
1000,6,692,0.49708454738,5,1,0,4.6676300578
1400,7,346,0.591715974581,6,1,0,4.94797687861
825,6,293,0.540069684529,3,1,0,4.58361774744
657,8,115,0.725663710392,6,1,0,4.31304347826
594,8,242,0.56611570014,5,1,0,5.23966942149
676,13,356,0.570224717499,5,1,0,4.10393258427
991,9,348,0.518731986978,5,1,0,4.66954022989
444,8,166,0.628048776658,1,0,1,4.31927710843
1100,11,293,0.515267173606,7,1,0,4.69283276451
2800,10,328,0.575471696304,8,1,0,4.81402439024
3800,11,497,0.522633743781,9,1,0,4.39839034205
2100,14,380,0.584450400578,3,1,1,4.38947368421
728,8,445,0.570135745316,5,1,0,4.56853932584
828,12,564,0.499102333036,7,1,0,4.63829787234
1600,13,120,0.737288129345,3,0,1,4.55
3400,9,581,0.533795493009,12,1,0,4.99139414802
1400,10,954,0.454831932295,10,1,0,4.77463312369
807,7,184,0.710227268692,8,0,1,4.34782608696
1500,9,196,0.642857139577,2,0,1,4.35204081633
326,8,126,0.715447148655,1,1,0,4.49206349206
606,13,214,0.59808612154,3,1,0,4.65420560748
683,10,591,0.494037477864,6,1,0,4.33840947547
1300,8,345,0.440579708868,23,0,0,4.46956521739
1200,11,391,0.551282049869,7,1,1,5.34015345269
3900,11,165,0.701219507919,5,1,0,4.45454545455
1200,10,178,0.627906973094,6,1,0,4.49438202247
1500,11,131,0.801526711439,6,0,1,4.87786259542
3400,10,163,0.680981590914,3,0,1,4.66871165644
518,8,1094,0.399814470872,4,1,2,4.41224862888
460,11,315,0.597359734002,5,1,0,4.59365079365
1100,9,345,0.611594201126,8,1,0,4.84927536232
1900,13,540,0.535783364534,11,1,0,4.87592592593
1600,9,1073,0.438794726517,5,1,1,4.45759552656
835,12,194,0.626943001933,2,1,0,4.38659793814
1700,7,217,0.663551398768,5,0,1,4.42857142857
900,8,308,0.564935063101,7,1,0,4.97077922078
1200,12,192,0.656249996582,5,1,2,4.80729166667
676,9,437,0.571095569764,9,1,0,4.98398169336
5400,10,381,0.6058981217,10,1,1,4.59580052493
1900,9,508,0.486166006944,12,1,0,4.75787401575
1700,10,750,0.496617049396,13,1,0,4.968
1800,9,144,0.676056333267,6,1,0,4.82638888889
4400,10,526,0.448473281587,12,1,0,4.39353612167
4200,10,348,0.610465114504,6,1,2,4.5
765,12,234,0.5973451301,4,1,0,4.26068376068
805,9,510,0.5823293161,16,1,0,4.84117647059
3400,11,373,0.563685635329,6,0,1,4.72117962466
4100,12,481,0.509433961196,7,0,1,4.36174636175
